key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Word,Experiment,root_syllable,phonemes_firstsyllable,spatial_verb,Number_of_morphemes,lexical_freq,lex_freq_lexesp,Item_Type,list,wav,CorrResp,CorrRespNumb,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_4.keys,key_resp_4.rt,key_resp_6.keys,key_resp_6.corr,key_resp_6.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,CorRespNumb,key_resp_5.keys,key_resp_5.rt
space,27.6063,y,2.4904,0,0,7.9114,0,0,0,0,1,casita,practica,NA,NA,NA,NA,NA,NA,NA,NA,casita.wav,left,1,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,,,,,,,,,,,
,,,,1,1,1.0003,0,1,1,1,1,acabar,practica,NA,NA,NA,NA,NA,NA,NA,NA,acabar.wav,left,1,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,,,,,,,,,,,
,,,,1,0,0.6071,0,2,2,2,1,arujar,practica,NA,NA,NA,NA,NA,NA,NA,NA,arujar.wav,right,0,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,,,,,,,,,,,
,,,,0,0,0.7365,0,3,3,3,1,gatito,practica,NA,NA,NA,NA,NA,NA,NA,NA,gatito.wav,left,1,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,,,,,,,,,,,
,,,,1,0,0.4357,0,4,4,4,1,deslopar,practica,NA,NA,NA,NA,NA,NA,NA,NA,deslopar.wav,right,0,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,,,,,,,,,,,
,,,,0,1,0.2196,0,5,5,5,1,masuto,practica,NA,NA,NA,NA,NA,NA,NA,NA,masuto.wav,right,0,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,,,,,,,,,,,
,,,,,,,,,,,,solcito,morfosyllable,coincidente,3,NA,NA,NA,NA,word,"1,2and3",solcito.wav,left,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,k,7.0599,0,0,1.8832,0,0,0,0,1,1,,
,,,,,,,,,,,,destrudar,visuospatial,NA,NA,NA,NA,NA,NA,pseudoword,"1,2and3",destrudar.wav,right,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,1,0,0.8691,0,1,1,1,1,0,,
,,,,,,,,,,,,didiais,InflectionalVerbs,NA,NA,NA,NA,NA,NA,pseudoword,3,didiais.wav,right,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,0,1,1.3482,0,2,2,2,1,0,,
,,,,,,,,,,,,tosias,InflectionalVerbs,NA,NA,NA,3,Low,1.42,word,3,tosias.wav,left,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,0,0,1.059,0,3,3,3,1,1,,
,,,,,,,,,,,,teruto,morfosyllable,NA,NA,NA,NA,NA,NA,pseudoword,"1,2and3",teruto.wav,right,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,1,0,0.9065,0,4,4,4,1,0,,
,,,,,,,,,,,,uavuto,morfosyllable,NA,NA,NA,NA,NA,NA,pseudoword,"1,2and3",uavuto.wav,right,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,0,1,1.5729,0,5,5,5,1,0,,
,,,,,,,,,,,,cutia,InflectionalVerbs,NA,NA,NA,NA,NA,NA,pseudoword,3,cutia.wav,right,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,1,0,1.1962,0,6,6,6,1,0,,
,,,,,,,,,,,,parias,InflectionalVerbs,NA,NA,NA,3,Low,5.86,word,3,parias.wav,left,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,1,1,1.0875,0,7,7,7,1,1,,
,,,,,,,,,,,,fuciais,InflectionalVerbs,NA,NA,NA,NA,NA,NA,pseudoword,3,fuciais.wav,right,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,0,1,1.269,0,8,8,8,1,0,,
,,,,,,,,,,,,aberfar,visuospatial,NA,NA,NA,NA,NA,NA,pseudoword,"1,2and3",aberfar.wav,right,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,0,1,0.8728,0,9,9,9,1,0,,
,,,,,,,,,,,,anular,visuospatial,NA,NA,no,NA,NA,NA,word,"1,2and3",anular.wav,left,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,0,0,0.7343,0,10,10,10,1,1,,
,,,,,,,,,,,,arrastrar,visuospatial,NA,NA,yes,NA,NA,NA,word,"1,2and3",arrastrar.wav,left,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,1,1,0.6382,0,11,11,11,1,1,,
,,,,,,,,,,,,ramita,morfosyllable,diferente,NA,NA,NA,NA,NA,word,"1,2and3",ramita.wav,left,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,0,0,1.4307,0,12,12,12,1,1,,
,,,,,,,,,,,,vendiais,InflectionalVerbs,NA,NA,NA,4,High,22.74,word,3,vendiais.wav,left,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,1,1,1.3565,0,13,13,13,1,1,,
,,,,,,,,,,,,flunsuto,morfosyllable,NA,NA,NA,NA,NA,NA,pseudoword,"1,2and3",flunsuto.wav,right,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,0,1,0.9341,0,14,14,14,1,0,,
,,,,,,,,,,,,kirruto,morfosyllable,NA,NA,NA,NA,NA,NA,pseudoword,"1,2and3",kirruto.wav,right,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,1,0,0.6112,0,15,15,15,1,0,,
,,,,,,,,,,,,agromar,visuospatial,NA,NA,NA,NA,NA,NA,pseudoword,"1,2and3",agromar.wav,right,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,1,0,0.5915,0,16,16,16,1,0,,
,,,,,,,,,,,,kinuto,morfosyllable,NA,NA,NA,NA,NA,NA,pseudoword,"1,2and3",kinuto.wav,right,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,0,1,0.4236,0,17,17,17,1,0,,
,,,,,,,,,,,,traiais,InflectionalVerbs,NA,NA,NA,4,High,17.41,word,3,traiais.wav,left,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,1,1,1.6239,0,18,18,18,1,1,,
,,,,,,,,,,,,piecito,morfosyllable,coincidente,3,NA,NA,NA,NA,word,"1,2and3",piecito.wav,left,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,1,1,0.8511,0,19,19,19,1,1,,
,,,,,,,,,,,,poesuto,morfosyllable,NA,NA,NA,NA,NA,NA,pseudoword,"1,2and3",poesuto.wav,right,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,0,1,0.7283,0,20,20,20,1,0,,
,,,,,,,,,,,,abordar,visuospatial,NA,NA,yes,NA,NA,NA,word,"1,2and3",abordar.wav,left,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,1,1,0.8001,0,21,21,21,1,1,,
,,,,,,,,,,,,flancito,morfosyllable,coincidente,4,NA,NA,NA,NA,word,"1,2and3",flancito.wav,left,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,0,0,1.8052,0,22,22,22,1,1,,
,,,,,,,,,,,,gemiais,InflectionalVerbs,NA,NA,NA,4,Low,1.42,word,3,gemiais.wav,left,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,0,0,0.8413,0,23,23,23,1,1,,
,,,,,,,,,,,,despegar,visuospatial,NA,NA,yes,NA,NA,NA,word,"1,2and3",despegar.wav,left,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,1,1,0.7202,0,24,24,24,1,1,,
,,,,,,,,,,,,potias,InflectionalVerbs,NA,NA,NA,NA,NA,NA,pseudoword,3,potias.wav,right,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,1,0,0.9249,0,25,25,25,1,0,,
,,,,,,,,,,,,nacia,InflectionalVerbs,NA,NA,NA,2,High,21.67,word,3,nacia.wav,left,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,0,0,1.236,0,26,26,26,1,1,,
,,,,,,,,,,,,torito,morfosyllable,diferente,NA,NA,NA,NA,NA,word,"1,2and3",torito.wav,left,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,0,0,1.2387,0,27,27,27,1,1,,
,,,,,,,,,,,,nisias,InflectionalVerbs,NA,NA,NA,NA,NA,NA,pseudoword,3,nisias.wav,right,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,0,1,1.0894,0,28,28,28,1,0,,
,,,,,,,,,,,,reycito,morfosyllable,coincidente,3,NA,NA,NA,NA,word,"1,2and3",reycito.wav,left,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,0,0,1.1391,0,29,29,29,1,1,,
,,,,,,,,,,,,vocia,InflectionalVerbs,NA,NA,NA,NA,NA,NA,pseudoword,3,vocia.wav,right,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,0,1,22.6401,0,30,30,30,1,0,,
,,,,,,,,,,,,descungiar,visuospatial,NA,NA,NA,NA,NA,NA,pseudoword,"1,2and3",descungiar.wav,right,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,0,1,0.1728,0,31,31,31,1,0,,
,,,,,,,,,,,,trencito,morfosyllable,coincidente,4,NA,NA,NA,NA,word,"1,2and3",trencito.wav,left,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,1,1,0.1472,0,32,32,32,1,1,,
,,,,,,,,,,,,apasfrar,visuospatial,NA,NA,NA,NA,NA,NA,pseudoword,"1,2and3",apasfrar.wav,right,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,0,1,0.2904,0,33,33,33,1,0,,
,,,,,,,,,,,,pedias,InflectionalVerbs,NA,NA,NA,3,High,50.1,word,3,pedias.wav,left,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,1,1,0.385,0,34,34,34,1,1,,
,,,,,,,,,,,,fegiais,InflectionalVerbs,NA,NA,NA,NA,NA,NA,pseudoword,3,fegiais.wav,right,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,1,0,0.0986,0,35,35,35,1,0,,
,,,,,,,,,,,,camita,morfosyllable,diferente,NA,NA,NA,NA,NA,word,"1,2and3",camita.wav,left,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,0,0,0.1749,0,36,36,36,1,1,,
,,,,,,,,,,,,regiais,InflectionalVerbs,NA,NA,NA,4,Low,1.95,word,3,regiais.wav,left,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,0,0,0.3,0,37,37,37,1,1,,
,,,,,,,,,,,,florcita,morfosyllable,coincidente,4,NA,NA,NA,NA,word,"1,2and3",florcita.wav,left,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,0,0,0.2946,0,38,38,38,1,1,,
,,,,,,,,,,,,reasuto,morfosyllable,NA,NA,NA,NA,NA,NA,pseudoword,"1,2and3",reasuto.wav,right,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,1,0,0.1554,0,39,39,39,1,0,,
,,,,,,,,,,,,descansar,visuospatial,NA,NA,no,NA,NA,NA,word,"1,2and3",descansar.wav,left,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,1,1,0.0285,0,40,40,40,1,1,,
,,,,,,,,,,,,galsuto,morfosyllable,NA,NA,NA,NA,NA,NA,pseudoword,"1,2and3",galsuto.wav,right,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,1,0,0.1037,0,41,41,41,1,0,,
,,,,,,,,,,,,teñias,InflectionalVerbs,NA,NA,NA,3,Low,0.36,word,3,teñias.wav,left,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,1,1,0.0769,0,42,42,42,1,1,,
,,,,,,,,,,,,akirsar,visuospatial,NA,NA,NA,NA,NA,NA,pseudoword,"1,2and3",akirsar.wav,right,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,1,0,0.5041,0,43,43,43,1,0,,
,,,,,,,,,,,,aclarar,visuospatial,NA,NA,no,NA,NA,NA,word,"1,2and3",aclarar.wav,left,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,0,0,0.3435,0,44,44,44,1,1,,
,,,,,,,,,,,,noiais,InflectionalVerbs,NA,NA,NA,NA,NA,NA,pseudoword,3,noiais.wav,right,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,1,0,0.1583,0,45,45,45,1,0,,
,,,,,,,,,,,,afrontar,visuospatial,NA,NA,no,NA,NA,NA,word,"1,2and3",afrontar.wav,left,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,0,0,0.0778,0,46,46,46,1,1,,
,,,,,,,,,,,,nulvia,InflectionalVerbs,NA,NA,NA,NA,NA,NA,pseudoword,3,nulvia.wav,right,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,1,0,0.2083,0,47,47,47,1,0,,
,,,,,,,,,,,,adentrar,visuospatial,NA,NA,yes,NA,NA,NA,word,"1,2and3",adentrar.wav,left,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,0,0,0.018,0,48,48,48,1,1,,
,,,,,,,,,,,,torciais,InflectionalVerbs,NA,NA,NA,4,Low,1.24,word,3,torciais.wav,left,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,1,1,0.0587,0,49,49,49,1,1,,
,,,,,,,,,,,,pancito,morfosyllable,coincidente,3,NA,NA,NA,NA,word,"1,2and3",pancito.wav,left,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,1,1,0.2066,0,50,50,50,1,1,,
,,,,,,,,,,,,tejia,InflectionalVerbs,NA,NA,NA,2,Low,4.26,word,3,tejia.wav,left,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,0,0,0.1336,0,51,51,51,1,1,,
,,,,,,,,,,,,amanar,visuospatial,NA,NA,NA,NA,NA,NA,pseudoword,"1,2and3",amanar.wav,right,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,1,0,0.5415,0,52,52,52,1,0,,
,,,,,,,,,,,,aprobar,visuospatial,NA,NA,no,NA,NA,NA,word,"1,2and3",aprobar.wav,left,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,1,1,0.1053,0,53,53,53,1,1,,
,,,,,,,,,,,,salias,InflectionalVerbs,NA,NA,NA,3,High,169.12,word,3,salias.wav,left,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,1,1,0.3201,0,54,54,54,1,1,,
,,,,,,,,,,,,lomito,morfosyllable,diferente,NA,NA,NA,NA,NA,word,"1,2and3",lomito.wav,left,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,0,0,0.1115,0,55,55,55,1,1,,
,,,,,,,,,,,,pojia,InflectionalVerbs,NA,NA,NA,NA,NA,NA,pseudoword,3,pojia.wav,right,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,1,0,0.2355,0,56,56,56,1,0,,
,,,,,,,,,,,,desconfiar,visuospatial,NA,NA,no,NA,NA,NA,word,"1,2and3",desconfiar.wav,left,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,1,1,0.4762,0,57,57,57,1,1,,
,,,,,,,,,,,,puertito,morfosyllable,diferente,NA,NA,NA,NA,NA,word,"1,2and3",puertito.wav,left,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,0,0,0.1736,0,58,58,58,1,1,,
,,,,,,,,,,,,creias,InflectionalVerbs,NA,NA,NA,3,High,62.35,word,3,creias.wav,left,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,1,1,0.3265,0,59,59,59,1,1,,
,,,,,,,,,,,,plensuto,morfosyllable,NA,NA,NA,NA,NA,NA,pseudoword,"1,2and3",plensuto.wav,right,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,0,1,0.2356,0,60,60,60,1,0,,
,,,,,,,,,,,,apirdar,visuospatial,NA,NA,NA,NA,NA,NA,pseudoword,"1,2and3",apirdar.wav,right,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,1,0,0.1085,0,61,61,61,1,0,,
,,,,,,,,,,,,descrefiar,visuospatial,NA,NA,NA,NA,NA,NA,pseudoword,"1,2and3",descrefiar.wav,right,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,0,1,0.0551,0,62,62,62,1,0,,
,,,,,,,,,,,,herias,InflectionalVerbs,NA,NA,NA,3,Low,5.15,word,3,herias.wav,left,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,1,1,0.1819,0,63,63,63,1,1,,
,,,,,,,,,,,,venia,InflectionalVerbs,NA,NA,NA,2,High,50.81,word,3,venia.wav,left,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,0,0,0.3328,0,64,64,64,1,1,,
,,,,,,,,,,,,pumiais,InflectionalVerbs,NA,NA,NA,NA,NA,NA,pseudoword,3,pumiais.wav,right,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,1,0,0.2687,0,65,65,65,1,0,,
,,,,,,,,,,,,juonsuto,morfosyllable,NA,NA,NA,NA,NA,NA,pseudoword,"1,2and3",juonsuto.wav,right,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,0,1,0.4167,0,66,66,66,1,0,,
,,,,,,,,,,,,pelito,morfosyllable,diferente,NA,NA,NA,NA,NA,word,"1,2and3",pelito.wav,left,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,1,1,0.4698,0,67,67,67,1,1,,
,,,,,,,,,,,,carrito,morfosyllable,diferente,NA,NA,NA,NA,NA,word,"1,2and3",carrito.wav,left,,L2SPAN_2023_47,2023-09-14_21h07.44.411,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,1,1,0.2159,0,68,68,68,1,1,,
