key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Word,Experiment,root_syllable,phonemes_firstsyllable,spatial_verb,Number_of_morphemes,lexical_freq,lex_freq_lexesp,Item_Type,list,wav,CorrResp,CorrRespNumb,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_4.keys,key_resp_4.rt,key_resp_6.keys,key_resp_6.corr,key_resp_6.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,CorRespNumb,key_resp_5.keys,key_resp_5.rt
space,43.001,y,5.9771,1,1,3.526,0,0,0,0,1,casita,practica,NA,NA,NA,NA,NA,NA,NA,NA,casita.wav,left,1,L2SPAN_2023_19,2023-09-11_18h27.42.634,auditory_ldt_2023_esp_list3,2021.1.1,Win32,60.25185274,,,,,,,,,,,,,
,,,,1,1,1.7499,0,1,1,1,1,acabar,practica,NA,NA,NA,NA,NA,NA,NA,NA,acabar.wav,left,1,L2SPAN_2023_19,2023-09-11_18h27.42.634,auditory_ldt_2023_esp_list3,2021.1.1,Win32,60.25185274,,,,,,,,,,,,,
,,,,0,1,2.4238,0,2,2,2,1,arujar,practica,NA,NA,NA,NA,NA,NA,NA,NA,arujar.wav,right,0,L2SPAN_2023_19,2023-09-11_18h27.42.634,auditory_ldt_2023_esp_list3,2021.1.1,Win32,60.25185274,,,,,,,,,,,,,
,,,,1,1,1.2562,0,3,3,3,1,gatito,practica,NA,NA,NA,NA,NA,NA,NA,NA,gatito.wav,left,1,L2SPAN_2023_19,2023-09-11_18h27.42.634,auditory_ldt_2023_esp_list3,2021.1.1,Win32,60.25185274,,,,,,,,,,,,,
,,,,0,1,1.4039,0,4,4,4,1,deslopar,practica,NA,NA,NA,NA,NA,NA,NA,NA,deslopar.wav,right,0,L2SPAN_2023_19,2023-09-11_18h27.42.634,auditory_ldt_2023_esp_list3,2021.1.1,Win32,60.25185274,,,,,,,,,,,,,
,,,,1,0,1.0858,0,5,5,5,1,masuto,practica,NA,NA,NA,NA,NA,NA,NA,NA,masuto.wav,right,0,L2SPAN_2023_19,2023-09-11_18h27.42.634,auditory_ldt_2023_esp_list3,2021.1.1,Win32,60.25185274,,,,,,,,,,,,,
,,,,,,,,,,,,solcito,morfosyllable,coincidente,3,NA,NA,NA,NA,word,"1,2and3",solcito.wav,left,,L2SPAN_2023_19,2023-09-11_18h27.42.634,auditory_ldt_2023_esp_list3,2021.1.1,Win32,60.25185274,k,7.9509,1,1,2.1727,0,0,0,0,1,1,,
,,,,,,,,,,,,destrudar,visuospatial,NA,NA,NA,NA,NA,NA,pseudoword,"1,2and3",destrudar.wav,right,,L2SPAN_2023_19,2023-09-11_18h27.42.634,auditory_ldt_2023_esp_list3,2021.1.1,Win32,60.25185274,,,0,1,1.2653,0,1,1,1,1,0,,
,,,,,,,,,,,,didiais,InflectionalVerbs,NA,NA,NA,NA,NA,NA,pseudoword,3,didiais.wav,right,,L2SPAN_2023_19,2023-09-11_18h27.42.634,auditory_ldt_2023_esp_list3,2021.1.1,Win32,60.25185274,,,1,0,1.7233,0,2,2,2,1,0,,
,,,,,,,,,,,,tosias,InflectionalVerbs,NA,NA,NA,3,Low,1.42,word,3,tosias.wav,left,,L2SPAN_2023_19,2023-09-11_18h27.42.634,auditory_ldt_2023_esp_list3,2021.1.1,Win32,60.25185274,,,0,0,1.5067,0,3,3,3,1,1,,
,,,,,,,,,,,,teruto,morfosyllable,NA,NA,NA,NA,NA,NA,pseudoword,"1,2and3",teruto.wav,right,,L2SPAN_2023_19,2023-09-11_18h27.42.634,auditory_ldt_2023_esp_list3,2021.1.1,Win32,60.25185274,,,0,1,1.0506,0,4,4,4,1,0,,
,,,,,,,,,,,,uavuto,morfosyllable,NA,NA,NA,NA,NA,NA,pseudoword,"1,2and3",uavuto.wav,right,,L2SPAN_2023_19,2023-09-11_18h27.42.634,auditory_ldt_2023_esp_list3,2021.1.1,Win32,60.25185274,,,0,1,0.8218,0,5,5,5,1,0,,
,,,,,,,,,,,,cutia,InflectionalVerbs,NA,NA,NA,NA,NA,NA,pseudoword,3,cutia.wav,right,,L2SPAN_2023_19,2023-09-11_18h27.42.634,auditory_ldt_2023_esp_list3,2021.1.1,Win32,60.25185274,,,1,0,0.7219,0,6,6,6,1,0,,
,,,,,,,,,,,,parias,InflectionalVerbs,NA,NA,NA,3,Low,5.86,word,3,parias.wav,left,,L2SPAN_2023_19,2023-09-11_18h27.42.634,auditory_ldt_2023_esp_list3,2021.1.1,Win32,60.25185274,,,1,1,1.349,0,7,7,7,1,1,,
,,,,,,,,,,,,fuciais,InflectionalVerbs,NA,NA,NA,NA,NA,NA,pseudoword,3,fuciais.wav,right,,L2SPAN_2023_19,2023-09-11_18h27.42.634,auditory_ldt_2023_esp_list3,2021.1.1,Win32,60.25185274,,,0,1,1.3698,0,8,8,8,1,0,,
