key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Word,Experiment,root_syllable,phonemes_firstsyllable,spatial_verb,Number_of_morphemes,lexical_freq,lex_freq_lexesp,Item_Type,list,wav,CorrResp,CorrRespNumb,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_4.keys,key_resp_4.rt,key_resp_6.keys,key_resp_6.corr,key_resp_6.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,CorRespNumb,key_resp_5.keys,key_resp_5.rt
space,39.0401,y,2.7177,1,1,2.0068,0,0,0,0,1,casita,practica,NA,NA,NA,NA,NA,NA,NA,NA,casita.wav,left,1,L2SPAN_2023_25,2023-09-06_17h45.05.454,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,,,,,,,,,,,
,,,,1,1,2.3028,0,1,1,1,1,acabar,practica,NA,NA,NA,NA,NA,NA,NA,NA,acabar.wav,left,1,L2SPAN_2023_25,2023-09-06_17h45.05.454,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,,,,,,,,,,,
,,,,0,1,1.3854,0,2,2,2,1,arujar,practica,NA,NA,NA,NA,NA,NA,NA,NA,arujar.wav,right,0,L2SPAN_2023_25,2023-09-06_17h45.05.454,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,,,,,,,,,,,
,,,,1,1,0.6365,0,3,3,3,1,gatito,practica,NA,NA,NA,NA,NA,NA,NA,NA,gatito.wav,left,1,L2SPAN_2023_25,2023-09-06_17h45.05.454,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,,,,,,,,,,,
,,,,0,1,1.1192,0,4,4,4,1,deslopar,practica,NA,NA,NA,NA,NA,NA,NA,NA,deslopar.wav,right,0,L2SPAN_2023_25,2023-09-06_17h45.05.454,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,,,,,,,,,,,
,,,,0,1,0.8185,0,5,5,5,1,masuto,practica,NA,NA,NA,NA,NA,NA,NA,NA,masuto.wav,right,0,L2SPAN_2023_25,2023-09-06_17h45.05.454,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,,,,,,,,,,,
,,,,,,,,,,,,solcito,morfosyllable,coincidente,3,NA,NA,NA,NA,word,"1,2and3",solcito.wav,left,,L2SPAN_2023_25,2023-09-06_17h45.05.454,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,k,10.4133,0,0,1.9918,0,0,0,0,1,1,,
,,,,,,,,,,,,destrudar,visuospatial,NA,NA,NA,NA,NA,NA,pseudoword,"1,2and3",destrudar.wav,right,,L2SPAN_2023_25,2023-09-06_17h45.05.454,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,1,0,0.8534,0,1,1,1,1,0,,
,,,,,,,,,,,,didiais,InflectionalVerbs,NA,NA,NA,NA,NA,NA,pseudoword,3,didiais.wav,right,,L2SPAN_2023_25,2023-09-06_17h45.05.454,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,1,0,2.3682,0,2,2,2,1,0,,
,,,,,,,,,,,,tosias,InflectionalVerbs,NA,NA,NA,3,Low,1.42,word,3,tosias.wav,left,,L2SPAN_2023_25,2023-09-06_17h45.05.454,auditory_ldt_2023_esp_list3,2021.1.1,MacIntel,60.0024001,,,1,1,1.6699,0,3,3,3,1,1,,
