key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Word,Experiment,root_syllable,phonemes_firstsyllable,spatial_verb,Number_of_morphemes,lexical_freq,lex_freq_lexesp,Item_Type,list,wav,CorrResp,CorrRespNumb,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_4.keys,key_resp_4.rt,key_resp_6.keys,key_resp_6.corr,key_resp_6.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,CorRespNumb,key_resp_5.keys,key_resp_5.rt
space,30.4999,y,2.6548,1,1,0.4224,0,0,0,0,1,casita,practica,NA,NA,NA,NA,NA,NA,NA,NA,casita.wav,left,1,ADV_EN_18,2023-08-30_12h00.27.806,auditory_ldt_2023_esp_list1,2021.1.1,Win32,59.94485074,,,,,,,,,,,,,
,,,,1,1,0.6361,0,1,1,1,1,acabar,practica,NA,NA,NA,NA,NA,NA,NA,NA,acabar.wav,left,1,ADV_EN_18,2023-08-30_12h00.27.806,auditory_ldt_2023_esp_list1,2021.1.1,Win32,59.94485074,,,,,,,,,,,,,
,,,,0,1,0.7185,0,2,2,2,1,arujar,practica,NA,NA,NA,NA,NA,NA,NA,NA,arujar.wav,right,0,ADV_EN_18,2023-08-30_12h00.27.806,auditory_ldt_2023_esp_list1,2021.1.1,Win32,59.94485074,,,,,,,,,,,,,
,,,,1,1,0.434,0,3,3,3,1,gatito,practica,NA,NA,NA,NA,NA,NA,NA,NA,gatito.wav,left,1,ADV_EN_18,2023-08-30_12h00.27.806,auditory_ldt_2023_esp_list1,2021.1.1,Win32,59.94485074,,,,,,,,,,,,,
,,,,0,1,0.7517,0,4,4,4,1,deslopar,practica,NA,NA,NA,NA,NA,NA,NA,NA,deslopar.wav,right,0,ADV_EN_18,2023-08-30_12h00.27.806,auditory_ldt_2023_esp_list1,2021.1.1,Win32,59.94485074,,,,,,,,,,,,,
,,,,0,1,0.7955,0,5,5,5,1,masuto,practica,NA,NA,NA,NA,NA,NA,NA,NA,masuto.wav,right,0,ADV_EN_18,2023-08-30_12h00.27.806,auditory_ldt_2023_esp_list1,2021.1.1,Win32,59.94485074,,,,,,,,,,,,,
,,,,,,,,,,,,solcito,morfosyllable,coincidente,3,NA,NA,NA,NA,word,"1,2and3",solcito.wav,left,,ADV_EN_18,2023-08-30_12h00.27.806,auditory_ldt_2023_esp_list1,2021.1.1,Win32,59.94485074,k,6.034,1,1,0.5012,0,0,0,0,1,1,,
,,,,,,,,,,,,timpiais,InflectionalVerbs,NA,NA,NA,NA,NA,NA,pseudoword,1,timpiais.wav,right,,ADV_EN_18,2023-08-30_12h00.27.806,auditory_ldt_2023_esp_list1,2021.1.1,Win32,59.94485074,,,0,1,0.9748,0,1,1,1,1,0,,
,,,,,,,,,,,,anotar,visuospatial,NA,NA,no,NA,NA,NA,word,"1,2and3",anotar.wav,left,,ADV_EN_18,2023-08-30_12h00.27.806,auditory_ldt_2023_esp_list1,2021.1.1,Win32,59.94485074,,,1,1,0.6015,0,2,2,2,1,1,,
,,,,,,,,,,,,clobsuto,morfosyllable,NA,NA,NA,NA,NA,NA,pseudoword,"1,2and3",clobsuto.wav,right,,ADV_EN_18,2023-08-30_12h00.27.806,auditory_ldt_2023_esp_list1,2021.1.1,Win32,59.94485074,,,0,1,0.6284,0,3,3,3,1,0,,
,,,,,,,,,,,,firrias,InflectionalVerbs,NA,NA,NA,NA,NA,NA,pseudoword,1,firrias.wav,right,,ADV_EN_18,2023-08-30_12h00.27.806,auditory_ldt_2023_esp_list1,2021.1.1,Win32,59.94485074,,,1,0,0.8533,0,4,4,4,1,0,,
,,,,,,,,,,,,acortar,visuospatial,NA,NA,yes,NA,NA,NA,word,"1,2and3",acortar.wav,left,,ADV_EN_18,2023-08-30_12h00.27.806,auditory_ldt_2023_esp_list1,2021.1.1,Win32,59.94485074,,,1,1,1.1398,0,5,5,5,1,1,,
,,,,,,,,,,,,alejar,visuospatial,NA,NA,yes,NA,NA,NA,word,"1,2and3",alejar.wav,left,,ADV_EN_18,2023-08-30_12h00.27.806,auditory_ldt_2023_esp_list1,2021.1.1,Win32,59.94485074,,,1,1,0.8682,0,6,6,6,1,1,,
,,,,,,,,,,,,mielcita,morfosyllable,coincidente,4,NA,NA,NA,NA,word,"1,2and3",mielcita.wav,left,,ADV_EN_18,2023-08-30_12h00.27.806,auditory_ldt_2023_esp_list1,2021.1.1,Win32,59.94485074,,,1,1,0.602,0,7,7,7,1,1,,
,,,,,,,,,,,,girtias,InflectionalVerbs,NA,NA,NA,NA,NA,NA,pseudoword,1,girtias.wav,right,,ADV_EN_18,2023-08-30_12h00.27.806,auditory_ldt_2023_esp_list1,2021.1.1,Win32,59.94485074,,,0,1,0.7623,0,8,8,8,1,0,,
,,,,,,,,,,,,descrefiar,visuospatial,NA,NA,NA,NA,NA,NA,pseudoword,"1,2and3",descrefiar.wav,right,,ADV_EN_18,2023-08-30_12h00.27.806,auditory_ldt_2023_esp_list1,2021.1.1,Win32,59.94485074,,,0,1,0.8224,0,9,9,9,1,0,,
,,,,,,,,,,,,juancito,morfosyllable,coincidente,4,NA,NA,NA,NA,word,"1,2and3",juancito.wav,left,,ADV_EN_18,2023-08-30_12h00.27.806,auditory_ldt_2023_esp_list1,2021.1.1,Win32,59.94485074,,,1,1,0.9649,0,10,10,10,1,1,,
,,,,,,,,,,,,afrontar,visuospatial,NA,NA,no,NA,NA,NA,word,"1,2and3",afrontar.wav,left,,ADV_EN_18,2023-08-30_12h00.27.806,auditory_ldt_2023_esp_list1,2021.1.1,Win32,59.94485074,,,1,1,0.557,0,11,11,11,1,1,,
,,,,,,,,,,,,selsuto,morfosyllable,NA,NA,NA,NA,NA,NA,pseudoword,"1,2and3",selsuto.wav,right,,ADV_EN_18,2023-08-30_12h00.27.806,auditory_ldt_2023_esp_list1,2021.1.1,Win32,59.94485074,,,0,1,0.8865,0,12,12,12,1,0,,
,,,,,,,,,,,,goias,InflectionalVerbs,NA,NA,NA,NA,NA,NA,pseudoword,1,goias.wav,right,,ADV_EN_18,2023-08-30_12h00.27.806,auditory_ldt_2023_esp_list1,2021.1.1,Win32,59.94485074,,,0,1,0.9002,0,13,13,13,1,0,,
,,,,,,,,,,,,fundias,InflectionalVerbs,NA,NA,NA,3,Low,1.78,word,1,fundias.wav,left,,ADV_EN_18,2023-08-30_12h00.27.806,auditory_ldt_2023_esp_list1,2021.1.1,Win32,59.94485074,,,0,0,2.0539,0,14,14,14,1,1,,
,,,,,,,,,,,,galsuto,morfosyllable,NA,NA,NA,NA,NA,NA,pseudoword,"1,2and3",galsuto.wav,right,,ADV_EN_18,2023-08-30_12h00.27.806,auditory_ldt_2023_esp_list1,2021.1.1,Win32,59.94485074,,,0,1,0.6348,0,15,15,15,1,0,,
,,,,,,,,,,,,acallar,visuospatial,NA,NA,no,NA,NA,NA,word,"1,2and3",acallar.wav,left,,ADV_EN_18,2023-08-30_12h00.27.806,auditory_ldt_2023_esp_list1,2021.1.1,Win32,59.94485074,,,1,1,0.8755,0,16,16,16,1,1,,
,,,,,,,,,,,,pielcita,morfosyllable,coincidente,4,NA,NA,NA,NA,word,"1,2and3",pielcita.wav,left,,ADV_EN_18,2023-08-30_12h00.27.806,auditory_ldt_2023_esp_list1,2021.1.1,Win32,59.94485074,,,1,1,1.8303,0,17,17,17,1,1,,
,,,,,,,,,,,,apartar,visuospatial,NA,NA,yes,NA,NA,NA,word,"1,2and3",apartar.wav,left,,ADV_EN_18,2023-08-30_12h00.27.806,auditory_ldt_2023_esp_list1,2021.1.1,Win32,59.94485074,,,1,1,1.2296,0,18,18,18,1,1,,
,,,,,,,,,,,,yacia,InflectionalVerbs,NA,NA,NA,2,Low,1.42,word,1,yacia.wav,left,,ADV_EN_18,2023-08-30_12h00.27.806,auditory_ldt_2023_esp_list1,2021.1.1,Win32,59.94485074,,,1,1,0.8187,0,19,19,19,1,1,,
,,,,,,,,,,,,vocias,InflectionalVerbs,NA,NA,NA,NA,NA,NA,pseudoword,1,vocias.wav,right,,ADV_EN_18,2023-08-30_12h00.27.806,auditory_ldt_2023_esp_list1,2021.1.1,Win32,59.94485074,,,0,1,1.1854,0,20,20,20,1,0,,
,,,,,,,,,,,,seguiais,InflectionalVerbs,NA,NA,NA,4,High,144.42,word,1,seguiais.wav,left,,ADV_EN_18,2023-08-30_12h00.27.806,auditory_ldt_2023_esp_list1,2021.1.1,Win32,59.94485074,,,1,1,0.8886,0,21,21,21,1,1,,
,,,,,,,,,,,,curdia,InflectionalVerbs,NA,NA,NA,NA,NA,NA,pseudoword,1,curdia.wav,right,,ADV_EN_18,2023-08-30_12h00.27.806,auditory_ldt_2023_esp_list1,2021.1.1,Win32,59.94485074,,,1,0,2.7649,0,22,22,22,1,0,,
,,,,,,,,,,,,fucia,InflectionalVerbs,NA,NA,NA,NA,NA,NA,pseudoword,1,fucia.wav,right,,ADV_EN_18,2023-08-30_12h00.27.806,auditory_ldt_2023_esp_list1,2021.1.1,Win32,59.94485074,,,0,1,0.9423,0,23,23,23,1,0,,
,,,,,,,,,,,,acercar,visuospatial,NA,NA,yes,NA,NA,NA,word,"1,2and3",acercar.wav,left,,ADV_EN_18,2023-08-30_12h00.27.806,auditory_ldt_2023_esp_list1,2021.1.1,Win32,59.94485074,,,1,1,0.7284,0,24,24,24,1,1,,
,,,,,,,,,,,,abria,InflectionalVerbs,NA,NA,NA,2,High,48.85,word,1,abria.wav,left,,ADV_EN_18,2023-08-30_12h00.27.806,auditory_ldt_2023_esp_list1,2021.1.1,Win32,59.94485074,,,1,1,0.8351,0,25,25,25,1,1,,
,,,,,,,,,,,,borsuto,morfosyllable,NA,NA,NA,NA,NA,NA,pseudoword,"1,2and3",borsuto.wav,right,,ADV_EN_18,2023-08-30_12h00.27.806,auditory_ldt_2023_esp_list1,2021.1.1,Win32,59.94485074,,,0,1,0.6636,0,26,26,26,1,0,,
,,,,,,,,,,,,poesuto,morfosyllable,NA,NA,NA,NA,NA,NA,pseudoword,"1,2and3",poesuto.wav,right,,ADV_EN_18,2023-08-30_12h00.27.806,auditory_ldt_2023_esp_list1,2021.1.1,Win32,59.94485074,,,0,1,0.5266,0,27,27,27,1,0,,
,,,,,,,,,,,,nulvias,InflectionalVerbs,NA,NA,NA,NA,NA,NA,pseudoword,1,nulvias.wav,right,,ADV_EN_18,2023-08-30_12h00.27.806,auditory_ldt_2023_esp_list1,2021.1.1,Win32,59.94485074,,,0,1,0.7378,0,28,28,28,1,0,,
,,,,,,,,,,,,acertar,visuospatial,NA,NA,no,NA,NA,NA,word,"1,2and3",acertar.wav,left,,ADV_EN_18,2023-08-30_12h00.27.806,auditory_ldt_2023_esp_list1,2021.1.1,Win32,59.94485074,,,1,1,0.5555,0,29,29,29,1,1,,
